"age","gender","mother.tongue","genre","amazement","solemnity","tenderness","nostalgia","calmness","power","joyful_activation","tension","sadness","liked","disliked","emotional_intensity","positive_score","negative_score","emotion_direction","sentiment_score","age_group"
56,"Male","Dutch","pop",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"50+"
28,"Female","Russian","pop",0,0,0,0,1,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
30,"Female","English","classical",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
39,"Male","Spanish","pop",0,1,1,1,1,0,0,0,0,1,0,4,4,0,"Positive",4,"36-50"
16,"Female","Dutch","pop",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"13-18"
45,"Female","Dutch","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
52,"Female","Dutch","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
27,"Female","Korean","electronic",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"26-35"
20,"Male","English","rock",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
31,"Male","English","pop",0,1,0,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","French","classical",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
19,"Female","English","electronic",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
31,"Female","French","rock",0,1,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
26,"Female","Hungarian","pop",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
26,"Female","Russian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
22,"Male","English","rock",0,0,0,1,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"19-25"
23,"Female","Russian","electronic",1,0,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
36,"Male","Dutch","classical",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
20,"Female","Russian","rock",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
25,"Female","English","rock",0,0,1,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
24,"Female","English","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
27,"Female","Russian","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
47,"Female","Dutch","rock",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
28,"Female","Russian","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
27,"Female","Russian","pop",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
27,"Female","Korean","electronic",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
19,"Female","Chinese","rock",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
20,"Female","English","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
22,"Male","English","rock",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"19-25"
26,"Female","Chinese","classical",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
20,"Female","English","electronic",0,0,0,0,0,1,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
18,"Female","Portuguese","rock",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
23,"Male","English","classical",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
32,"Female","Italian","classical",0,1,0,0,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
26,"Male","Dutch","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
43,"Male","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
20,"Male","English","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
26,"Female","Dutch","electronic",0,0,0,1,0,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
22,"Male","Spanish","electronic",0,0,0,0,1,0,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
38,"Female","Russian","classical",1,0,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"36-50"
24,"Female","Dutch","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
23,"Female","German","classical",0,1,0,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
28,"Male","English","electronic",1,0,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
46,"Female","Dutch","pop",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
16,"Female","Russian","rock",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"13-18"
29,"Female","Russian","rock",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
26,"Male","English","electronic",0,0,0,0,0,1,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
32,"Male","Greek","rock",0,1,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
26,"Male","English","pop",0,0,1,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"26-35"
20,"Male","Dutch","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
30,"Male","Dutch","rock",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
24,"Male","English","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
26,"Female","English","rock",0,1,0,0,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
39,"Female","Italian","pop",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
27,"Female","Russian","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
26,"Male","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
55,"Male","German","electronic",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
57,"Female","English","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
57,"Male","English","pop",0,0,0,1,1,0,0,0,0,0,1,2,2,0,"Positive",2,"50+"
23,"Male","English","classical",0,0,0,0,0,1,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
29,"Male","English","rock",0,1,0,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
35,"Male","Dutch","rock",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
22,"Female","Dutch","pop",0,0,0,1,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
14,"Male","Dutch","electronic",0,0,0,1,1,1,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
73,"Male","English","classical",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"50+"
56,"Male","English","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
45,"Female","Dutch","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
26,"Female","Dutch","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
20,"Female","Russian","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
28,"Female","English","rock",0,0,1,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
32,"Female","Italian","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
38,"Male","Slovenian","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
25,"Male","English","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
47,"Female","Dutch","rock",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"36-50"
23,"Female","English","pop",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
47,"Male","English","electronic",0,0,0,0,0,0,0,0,1,1,0,1,0,1,"Negative",-1,"36-50"
23,"Male","English","rock",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"19-25"
23,"Male","Ucrainian","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
22,"Male","Polish","rock",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
14,"Male","Dutch","electronic",0,1,0,0,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"13-18"
22,"Female","Russian","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
45,"Female","Dutch","classical",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
44,"Female","French","pop",0,0,1,0,1,0,1,0,0,0,1,3,3,0,"Positive",3,"36-50"
44,"Male","English","pop",0,1,1,0,0,0,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
20,"Female","Russian","pop",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
28,"Female","Estonian","classical",0,0,0,0,0,1,0,1,1,1,0,3,1,2,"Negative",-1,"26-35"
19,"Male","Russian","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
39,"Male","English","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"36-50"
20,"Female","German","pop",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
20,"Male","Dutch","rock",0,0,0,0,1,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
35,"Male","Italian","classical",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
60,"Female","English","rock",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"50+"
25,"Female","Russian","electronic",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
28,"Male","English","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
33,"Male","Russian","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
51,"Female","Dutch","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
60,"Female","English","rock",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
60,"Female","English","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"50+"
43,"Female","English","pop",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
63,"Male","Dutch","pop",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"50+"
16,"Female","Chinese","classical",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
26,"Male","Dutch","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
29,"Female","Russian","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
45,"Male","Dutch","classical",0,0,1,0,1,1,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
43,"Female","Dutch","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
46,"Male","Dutch","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
46,"Female","Dutch","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"36-50"
23,"Male","English","classical",0,1,0,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
27,"Male","Russian","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Female","Russian","rock",1,0,0,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","electronic",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"19-25"
40,"Male","Dutch","rock",0,0,1,1,0,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
18,"Male","English","electronic",1,0,0,0,0,0,1,1,0,0,1,3,2,1,"Positive",1,"13-18"
16,"Female","English","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"13-18"
23,"Female","Swedish","pop",0,0,1,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
31,"Female","Dutch","classical",0,0,1,1,0,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
23,"Male","English","classical",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Male","Greek","classical",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
27,"Male","Russian","rock",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
21,"Female","English","classical",1,1,1,0,0,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Female","English","classical",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
26,"Female","English","classical",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
28,"Male","English","classical",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
28,"Male","Dutch","pop",0,0,1,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
50,"Female","English","rock",0,1,0,0,0,1,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
32,"Male","English","classical",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
20,"Female","Russian","classical",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
29,"Female","English","rock",0,0,0,1,0,1,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
37,"Male","German","electronic",0,1,0,0,0,0,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"36-50"
25,"Male","Hungarian","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
25,"Male","English","rock",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"19-25"
22,"Male","Dutch","pop",1,0,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
45,"Male","Dutch","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
31,"Female","French","rock",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
36,"Male","English","electronic",0,0,0,0,0,1,1,0,0,0,1,2,2,0,"Positive",2,"36-50"
25,"Female","Swedish","rock",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Female","English","electronic",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"26-35"
18,"Male","Swedish","classical",0,0,0,1,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"13-18"
32,"Male","Russian","rock",0,0,0,0,0,0,1,1,0,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
29,"Male","English","pop",0,0,1,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
54,"Male","Estonian","electronic",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"50+"
20,"Male","Dutch","classical",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
18,"Male","English","rock",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"13-18"
19,"Male","English","pop",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
28,"Female","English","electronic",0,1,0,0,0,1,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
24,"Female","Estonian","pop",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
32,"Male","Dutch","electronic",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
23,"Female","English","classical",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
37,"Male","Dutch","pop",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"36-50"
51,"Female","Dutch","pop",0,0,0,0,0,1,0,1,1,0,1,3,1,2,"Negative",-1,"50+"
29,"Female","English","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
16,"Female","Ucrainian","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
40,"Female","Dutch","electronic",0,1,0,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"36-50"
48,"Male","German","classical",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
25,"Male","French","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"19-25"
46,"Female","Dutch","classical",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
22,"Female","Russian","electronic",0,0,1,0,0,1,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
20,"Female","Dutch","pop",0,0,1,0,1,0,0,0,0,0,1,2,2,0,"Positive",2,"19-25"
22,"Female","English","classical",0,0,0,1,1,0,0,0,1,1,0,3,2,1,"Positive",1,"19-25"
26,"Female","Russian","classical",0,0,0,1,0,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
31,"Male","English","pop",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
25,"Male","French","rock",1,0,0,0,0,1,1,0,0,0,1,3,3,0,"Positive",3,"19-25"
48,"Male","Dutch","electronic",0,1,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
11,"Female","Estonian","pop",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"0-12"
29,"Male","Russian","pop",0,1,0,0,0,0,0,1,1,0,1,3,1,2,"Negative",-1,"26-35"
28,"Female","Russian","rock",0,0,0,0,0,1,0,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
29,"Female","Dutch","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
25,"Female","English","electronic",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"19-25"
33,"Male","Russian","classical",0,1,0,0,0,0,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
32,"Female","English","classical",0,0,0,0,0,1,1,1,0,1,0,3,2,1,"Positive",1,"26-35"
60,"Male","Dutch","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
30,"Male","English","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
33,"Male","Russian","pop",0,0,0,0,0,0,1,1,0,0,1,2,1,1,"Neutral/Mixed",0,"26-35"
29,"Female","English","rock",0,0,0,1,1,0,0,0,1,0,1,3,2,1,"Positive",1,"26-35"
29,"Male","Russian","pop",0,0,0,0,1,0,0,0,0,0,1,1,1,0,"Positive",1,"26-35"
50,"Female","English","electronic",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"36-50"
33,"Male","Dutch","pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"26-35"
18,"Male","Dutch","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
28,"Female","Italian","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
44,"Male","English","classical",1,0,0,0,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
47,"Male","Dutch","electronic",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
48,"Female","Dutch","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"36-50"
11,"Female","Estonian","classical",0,1,0,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"0-12"
41,"Female","Russian","electronic",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"36-50"
40,"Female","German","rock",0,0,0,1,0,1,0,0,0,0,1,2,2,0,"Positive",2,"36-50"
31,"Male","German","classical",1,0,0,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
30,"Female","Russian","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
27,"Male","English","classical",1,1,0,0,0,1,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
28,"Male","Russian","pop",0,1,0,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
47,"Male","Dutch","electronic",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"36-50"
24,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"19-25"
18,"Male","English","pop",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"13-18"
28,"Female","English","rock",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
61,"Male","English","rock",0,0,0,1,0,1,0,1,0,1,0,3,2,1,"Positive",1,"50+"
19,"Male","English","pop",0,0,0,1,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
54,"Female","English","pop",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"50+"
33,"Female","German","classical",0,0,1,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
21,"Female","Chinese","electronic",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
42,"Male","English","classical",0,0,0,1,0,0,0,1,0,1,0,2,1,1,"Neutral/Mixed",0,"36-50"
56,"Male","English","pop",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"50+"
23,"Male","Russian","classical",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"19-25"
38,"Female","Romanian","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"36-50"
23,"Female","Czech","electronic",0,1,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
24,"Female","Slovenian","pop",1,0,0,0,0,0,0,1,1,1,0,3,1,2,"Negative",-1,"19-25"
63,"Male","Dutch","classical",0,1,0,1,0,0,0,0,0,0,1,2,2,0,"Positive",2,"50+"
22,"Male","English","pop",0,0,1,0,1,0,0,0,1,0,1,3,2,1,"Positive",1,"19-25"
59,"Female","Dutch","classical",0,0,0,0,0,1,1,1,0,1,0,3,2,1,"Positive",1,"50+"
31,"Male","Russian","classical",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"26-35"
22,"Female","Dutch","electronic",0,1,0,0,0,1,0,1,0,0,1,3,2,1,"Positive",1,"19-25"
26,"Female","Russian","electronic",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
25,"Female","Russian","pop",1,0,0,1,1,0,0,0,0,0,1,3,3,0,"Positive",3,"19-25"
25,"Male","Hungarian","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
34,"Male","English","classical",1,0,1,1,0,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
31,"Female","Slovenian","electronic",0,0,0,1,0,0,0,0,1,1,0,2,1,1,"Neutral/Mixed",0,"26-35"
14,"Male","Dutch","electronic",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"13-18"
27,"Male","Russian","pop",0,0,0,0,1,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
64,"Male","English","rock",0,0,1,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"50+"
27,"Female","French","classical",0,0,1,0,1,0,0,1,0,1,0,3,2,1,"Positive",1,"26-35"
56,"Male","English","classical",0,0,0,1,0,0,1,0,0,1,0,2,2,0,"Positive",2,"50+"
22,"Male","Estonian","electronic",1,0,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"19-25"
31,"Male","Dutch","electronic",1,1,0,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"26-35"
16,"Male","English","classical",0,1,1,0,1,0,0,0,0,1,0,3,3,0,"Positive",3,"13-18"
33,"Male","English","pop",0,0,1,0,1,0,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
32,"Female","Spanish","classical",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
15,"Female","English","pop",0,1,0,0,0,0,0,0,0,0,1,1,1,0,"Positive",1,"13-18"
26,"Male","Dutch","electronic",0,0,0,0,0,0,1,0,0,1,0,1,1,0,"Positive",1,"26-35"
32,"Male","English","electronic",0,0,0,1,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
52,"Female","Dutch","pop",0,0,0,0,0,1,1,0,0,1,0,2,2,0,"Positive",2,"50+"
32,"Male","Hindi","electronic",0,1,0,0,0,1,1,0,0,1,0,3,3,0,"Positive",3,"26-35"
24,"Female","Russian","rock",0,0,0,0,0,1,0,0,0,1,0,1,1,0,"Positive",1,"19-25"
26,"Male","Dutch","electronic",0,0,0,0,0,1,1,1,0,0,1,3,2,1,"Positive",1,"26-35"
24,"Male","Dutch","classical",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
31,"Male","English","pop",0,0,1,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
17,"Male","Dutch","rock",0,0,0,0,0,1,0,0,1,0,1,2,1,1,"Neutral/Mixed",0,"13-18"
32,"Female","English","classical",0,0,1,0,0,0,1,0,0,1,0,2,2,0,"Positive",2,"26-35"
44,"Male","Arabic","classical",0,0,0,0,0,0,0,1,0,1,0,1,0,1,"Negative",-1,"36-50"
24,"Male","Portuguese","classical",0,0,0,0,0,0,1,0,0,0,1,1,1,0,"Positive",1,"19-25"
24,"Female","Russian","pop",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Neutral/Mixed",0,"19-25"
39,"Male","English","pop",0,0,0,0,1,0,0,1,1,1,0,3,1,2,"Negative",-1,"36-50"
20,"Female","Dutch","classical",0,0,1,0,1,0,0,0,0,1,0,2,2,0,"Positive",2,"19-25"
29,"Male","English","rock",0,0,0,0,1,1,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
41,"Female","Russian","rock",0,0,0,0,0,0,0,1,1,1,0,2,0,2,"Negative",-2,"36-50"
25,"Female","Dutch","pop",0,0,0,0,0,0,0,0,1,0,1,1,0,1,"Negative",-1,"19-25"
35,"Male","Spanish","pop",0,0,0,0,1,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
33,"Female","English","classical",0,1,0,1,0,0,0,0,1,1,0,3,2,1,"Positive",1,"26-35"
33,"Male","Dutch","electronic",0,0,0,1,1,0,0,0,0,1,0,2,2,0,"Positive",2,"26-35"
17,"Female","French","pop",0,0,0,0,0,0,0,1,0,0,1,1,0,1,"Negative",-1,"13-18"
25,"Female","Russian","electronic",0,1,0,0,1,0,0,1,0,1,0,3,2,1,"Positive",1,"19-25"
26,"Male","Russian","classical",1,0,0,0,0,0,0,0,0,1,0,1,1,0,"Positive",1,"26-35"
37,"Male","Arabic","rock",0,1,0,1,0,0,0,0,1,0,1,3,2,1,"Positive",1,"36-50"
20,"Female","Dutch","classical",1,0,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
39,"Female","Dutch","rock",0,0,1,1,0,0,0,1,0,1,0,3,2,1,"Positive",1,"36-50"
24,"Male","Dutch","classical",0,0,0,0,0,0,0,1,1,0,1,2,0,2,"Negative",-2,"19-25"
41,"Female","Russian","classical",1,1,1,0,0,0,0,0,0,1,0,3,3,0,"Positive",3,"36-50"
19,"Male","English","rock",0,1,0,1,1,0,0,0,0,1,0,3,3,0,"Positive",3,"19-25"
