"activity","emotional_intensity","emotional_intensity_original","satisfaction","satisfaction_binary","gender","age_group","emotional_group"
"Movies",1.66967757477259,4.498666667,2.666666667,0,"Female","50+","High"
"Movies",-0.240832031600839,3.412,3.285714286,0,"Other/Not Specified","26-35","Low"
"Movies",-0.515101508750684,3.256,3.666666667,1,"Male","36-50","Low"
"Movies",0.155334990362891,3.637333333,3,0,"Male","19-25","High"
"Movies",1.37431044553429,4.330666667,3,0,"Male","19-25","High"
"Movies",0.984589927203275,4.109,4.333333333,1,"Female","36-50","High"
"Movies",0.79471105840723,4.001,4.2,1,"Other/Not Specified","50+","High"
"Movies",0.924227200980701,4.074666667,4.333333333,1,"Other/Not Specified","12-May","High"
"Movies",-0.224422747229201,3.421333333,3,0,"Male","19-25","Low"
"Movies",-0.932366182802863,3.018666667,3,0,"Female","26-35","Low"
"Movies",-1.04781722398404,2.953,3.4,1,"Other/Not Specified","26-35","Low"
"Movies",0.108451320227317,3.610666667,4.666666667,1,"Male","36-50","High"
"Movies",1.78278443121628,4.563,3.666666667,1,"Female","50+","High"
"Movies",2.23462581344391,4.82,4,1,"Female","19-25","High"
"Movies",0.422571916816586,3.789333333,1.666666667,0,"Female","36-50","High"
"Movies",1.94863541788111,4.657333333,3,0,"Female","50+","High"
"Movies",-2.79364793430324,1.96,1.666666667,0,"Other/Not Specified","36-50","Low"
"Movies",-1.17850545716811,2.878666667,2.666666667,0,"Other/Not Specified","36-50","Low"
"Movies",-0.236143663884026,3.414666667,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",0.155334990362891,3.637333333,3,0,"Male","19-25","High"
"Movies",-1.12224505159891,2.910666667,3.25,0,"Female","19-25","Low"
"Movies",-0.423678349700736,3.308,3.5,1,"Female","12-May","Low"
"Movies",-0.369762127110874,3.338666667,2.666666667,0,"Other/Not Specified","50+","Low"
"Movies",0.84218077560624,4.028,4,1,"Female","26-35","High"
"Movies",0.89140863047929,4.056,2.8,0,"Female","36-50","High"
"Movies",-0.283027335777738,3.388,3.6,1,"Male","13-18","Low"
"Movies",1.02221407342768,4.1304,2.6,0,"Female","36-50","High"
"Movies",-1.13396597001187,2.904,3,0,"Male","36-50","Low"
"Movies",0.72497159675103,3.961333333,3.666666667,1,"Other/Not Specified","36-50","High"
"Movies",-0.948775468932638,3.009333333,4,1,"Male","26-35","Low"
"Movies",0.759196677391672,3.9808,3.333333333,0,"Other/Not Specified","36-50","High"
"Movies",-1.26758443323872,2.828,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",-0.423678349700736,3.308,3.5,1,"Female","12-May","Low"
"Movies",0.00296305978506948,3.550666667,3,0,"Female","50+","Low"
"Movies",0.951888566466178,4.0904,4.333333333,1,"Other/Not Specified","36-50","High"
"Movies",-0.919473173779301,3.026,3,0,"Other/Not Specified","26-35","Low"
"Movies",-1.07770556444267,2.936,3.666666667,1,"Female","36-50","Low"
"Movies",0.996896890921537,4.116,3.25,0,"Female","26-35","High"
"Movies",-0.311157538562338,3.372,4.333333333,1,"Male","36-50","Low"
"Movies",1.28523146946368,4.28,4,1,"Male","36-50","High"
"Movies",-0.17753907533549,3.448,4.333333333,1,"Female","36-50","Low"
"Movies",-2.05757429418684,2.378666667,4.666666667,1,"Male","36-50","Low"
"Movies",2.15375148043819,4.774,4,1,"Male","36-50","High"
"Movies",1.33211514135739,4.306666667,3.25,0,"Male","19-25","High"
"Movies",-1.26758443323872,2.828,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",-0.68388272545828,3.16,4.666666667,1,"Male","50+","Low"
"Movies",1.31336167224828,4.296,3.25,0,"Other/Not Specified","13-18","High"
"Movies",1.94863541788111,4.657333333,3,0,"Female","50+","High"
"Movies",0.19753029453979,3.661333333,3,0,"Male","36-50","High"
"Movies",-1.51137952462463,2.689333333,5,1,"Male","19-25","Low"
"Movies",-0.138860046506665,3.47,3.666666667,1,"Other/Not Specified","36-50","Low"
"Movies",-1.08473811513882,2.932,3.5,1,"Other/Not Specified","36-50","Low"
"Movies",1.78923093660713,4.566666667,2.5,0,"Other/Not Specified","26-35","High"
"Movies",-1.30274718671947,2.808,4,1,"Other/Not Specified","26-35","Low"
"Movies",0.81405057282164,4.012,3.333333333,0,"Male","36-50","High"
"Movies",1.78278443121628,4.563,3.666666667,1,"Female","50+","High"
"Movies",-1.03082189254896,2.962666667,3,0,"Male","19-25","Low"
"Movies",1.39306391288527,4.341333333,4,1,"Female","26-35","High"
"Movies",1.92284939983398,4.642666667,4,1,"Male","13-18","High"
"Movies",-1.13631015299121,2.902666667,4,1,"Female","50+","Low"
"Movies",-0.369762127110874,3.338666667,2.666666667,0,"Other/Not Specified","50+","Low"
"Movies",-0.16347397394319,3.456,2.5,0,"Male","50+","Low"
"Movies",0.216283763648903,3.672,3.166666667,0,"Female","19-25","High"
"Movies",-0.489315488945422,3.270666667,3,0,"Female","26-35","Low"
"Movies",1.22428269617767,4.245333333,3.666666667,1,"Male","26-35","High"
"Movies",-2.68112712316484,2.024,2.5,0,"Other/Not Specified","26-35","Low"
"Movies",-0.803436087292828,3.092,3.2,0,"Male","36-50","Low"
"Movies",-0.0392322443918297,3.526666667,3,0,"Male","36-50","Low"
"Movies",0.284265087631064,3.710666667,4,1,"Other/Not Specified","19-25","High"
"Movies",0.89140863047929,4.056,2.8,0,"Female","36-50","High"
"Movies",0.19049774384364,3.657333333,3.75,1,"Other/Not Specified","13-18","High"
"Movies",-0.695603643871243,3.153333333,3.2,0,"Male","26-35","Low"
"Movies",0.0217165271360434,3.561333333,4.333333333,1,"Male","12-May","Low"
"Movies",0.382720797377162,3.766666667,3.75,1,"Female","13-18","High"
"Movies",-0.0773252279153546,3.505,3.666666667,1,"Female","36-50","Low"
"Movies",1.2055292288267,4.234666667,3.75,1,"Female","26-35","High"
"Movies",0.485864873081935,3.825333333,3.666666667,1,"Male","36-50","High"
"Movies",-1.03551026026577,2.96,3.333333333,0,"Female","36-50","Low"
"Movies",0.647613539093382,3.917333333,2.4,0,"Female","36-50","High"
"Movies",-0.326980777628675,3.363,3.666666667,1,"Female","26-35","Low"
"Movies",0.263753480847914,3.699,3.5,1,"Other/Not Specified","36-50","High"
"Movies",1.18150134669547,4.221,2.25,0,"Other/Not Specified","26-35","High"
"Movies",0.72497159675103,3.961333333,3,0,"Male","26-35","High"
"Movies",-0.919473173779301,3.026,3,0,"Other/Not Specified","26-35","Low"
"Movies",0.0598095106595683,3.583,3.25,0,"Female","50+","High"
"Movies",0.422571916816586,3.789333333,1.666666667,0,"Female","36-50","High"
"Movies",0.666367008202494,3.928,2.5,0,"Female","36-50","High"
"Movies",-0.509827095728571,3.259,3.75,1,"Female","36-50","Low"
"Movies",-0.484627122986747,3.273333333,3.666666667,1,"Female","36-50","Low"
"Movies",0.392097531052649,3.772,3.6,1,"Other/Not Specified","19-25","High"
"Movies",0.721220903632463,3.9592,3.25,0,"Other/Not Specified","36-50","High"
"Movies",-0.911268530714413,3.030666667,3.25,0,"Female","26-35","Low"
"Movies",0.221558176671015,3.675,3.666666667,1,"Male","13-18","High"
"Movies",-0.569017731340545,3.225333333,2.6,0,"Male","36-50","Low"
"Movies",-0.988040543066762,2.987,2.5,0,"Male","36-50","Low"
"Movies",-0.543231711535283,3.24,3.25,0,"Female","50+","Low"
"Movies",0.823427306497128,4.017333333,4.5,1,"Other/Not Specified","36-50","High"
"Movies",-0.948775468932638,3.009333333,4,1,"Male","26-35","Low"
"Movies",1.42588248338668,4.36,3.666666667,1,"Female","36-50","High"
"Movies",0.270199986238764,3.702666667,3.75,1,"Other/Not Specified","13-18","High"
"Movies",-1.8255001212139,2.510666667,2.5,0,"Other/Not Specified","26-35","Low"
"Movies",0.87734352908699,4.048,4,1,"Male","36-50","High"
"Movies",-0.0556415305216052,3.517333333,4,1,"Other/Not Specified","36-50","Low"
"Movies",-1.08473811513882,2.932,3.5,1,"Other/Not Specified","36-50","Low"
"Movies",-1.73876532988076,2.56,3.666666667,1,"Female","36-50","Low"
"Movies",-1.49028187253618,2.701333333,2.333333333,0,"Female","36-50","Low"
"Movies",0.72497159675103,3.961333333,3.333333333,0,"Female","26-35","High"
"Movies",2.15375148043819,4.774,4,1,"Male","36-50","High"
"Movies",1.48683125667269,4.394666667,3.75,1,"Other/Not Specified","26-35","High"
"Movies",-0.745769171584399,3.1248,3.25,0,"Male","26-35","Low"
"Movies",0.380376612639687,3.765333333,4.666666667,1,"Male","36-50","High"
"Movies",1.50324054104433,4.404,1.666666667,0,"Female","36-50","High"
"Movies",0.178307989889693,3.6504,3.5,1,"Male","50+","High"
"Movies",-0.0368880614124927,3.528,3.5,1,"Male","50+","Low"
"Movies",-1.32150065582858,2.797333333,2.666666667,0,"Other/Not Specified","36-50","Low"
"Movies",0.937120210004263,4.082,3.6,1,"Other/Not Specified","26-35","High"
"Movies",-0.0392322443918297,3.526666667,3,0,"Male","36-50","Low"
"Movies",0.0334374455490061,3.568,2.6,0,"Female","26-35","Low"
"Movies",0.542125278651134,3.857333333,2,0,"Female","26-35","High"
"Movies",0.957045769723976,4.093333333,3.666666667,1,"Female","36-50","High"
"Movies",0.392097531052649,3.772,3.6,1,"Other/Not Specified","19-25","High"
"Movies",-0.17753907533549,3.448,4.333333333,1,"Female","36-50","Low"
"Movies",-0.0773252279153546,3.505,3.666666667,1,"Female","36-50","Low"
"Movies",0.19049774384364,3.657333333,3.75,1,"Other/Not Specified","13-18","High"
"Movies",1.45635686915062,4.377333333,3.25,0,"Female","36-50","High"
"Movies",-1.14334270368736,2.898666667,2.75,0,"Male","12-May","Low"
"Movies",0.0568792806167928,3.581333333,3.333333333,0,"Other/Not Specified","36-50","High"
"Movies",0.216283763648903,3.672,3.25,0,"Other/Not Specified","36-50","High"
"Movies",1.06956658086237,4.157333333,2.333333333,0,"Male","26-35","High"
"Movies",0.497585791494897,3.832,3.333333333,0,"Female","26-35","High"
"Movies",1.42588248338668,4.36,3.666666667,1,"Female","36-50","High"
"Movies",0.72497159675103,3.961333333,3,0,"Male","26-35","High"
"Movies",-0.381483045523836,3.332,3.333333333,0,"Other/Not Specified","50+","Low"
"Movies",-0.801091904313491,3.093333333,2.75,0,"Female","26-35","Low"
"Movies",1.77282165047736,4.557333333,2.666666667,0,"Other/Not Specified","26-35","High"
"Movies",0.593697318261658,3.886666667,1.666666667,0,"Male","36-50","High"
"Movies",0.84218077560624,4.028,3,0,"Male","50+","High"
"Movies",1.69780777755719,4.514666667,3.5,1,"Female","36-50","High"
"Movies",-0.592459566408332,3.212,4.666666667,1,"Other/Not Specified","50+","Low"
"Movies",-1.60749104963325,2.634666667,4,1,"Male","50+","Low"
"Movies",-1.30274718671947,2.808,2.75,0,"Female","26-35","Low"
"Movies",0.771855268644742,3.988,3,0,"Male","13-18","High"
"Movies",1.72359379560431,4.529333333,3.125,0,"Female","26-35","High"
"Movies",0.126618742272992,3.621,3.333333333,0,"Other/Not Specified","36-50","High"
"Movies",0.199874479277265,3.662666667,3,0,"Female","36-50","High"
"Movies",-0.309751028423108,3.3728,3.333333333,0,"Male","50+","Low"
"Movies",-2.05757429418684,2.378666667,4.666666667,1,"Male","36-50","Low"
"Movies",0.830459857193279,4.021333333,3.666666667,1,"Female","50+","High"
"Movies",1.30867330453147,4.293333333,3.666666667,1,"Male","19-25","High"
"Movies",-0.543231711535283,3.24,3.25,0,"Female","50+","Low"
"Movies",0.345213859158938,3.745333333,4,1,"Other/Not Specified","26-35","High"
"Movies",0.676915834246719,3.934,4.666666667,1,"Male","12-May","High"
"Movies",-0.55260844521077,3.234666667,4,1,"Female","36-50","Low"
"Movies",-0.332255190650787,3.36,3.666666667,1,"Female","13-18","Low"
"Movies",0.0404699962451559,3.572,4.666666667,1,"Male","36-50","Low"
"Movies",-0.819845371664466,3.082666667,2,0,"Other/Not Specified","36-50","Low"
"Movies",0.256134884846464,3.694666667,2.666666667,0,"Other/Not Specified","26-35","High"
"Movies",0.952357403765301,4.090666667,3.333333333,0,"Other/Not Specified","26-35","High"
"Movies",0.676915834246719,3.934,4.666666667,1,"Male","12-May","High"
"Movies",0.0334374455490061,3.568,4.5,1,"Other/Not Specified","36-50","Low"
"Movies",0.19049774384364,3.657333333,3.75,1,"Female","19-25","High"
"Movies",-0.668059486391943,3.169,3.333333333,0,"Female","26-35","Low"
"Movies",-0.540887528555946,3.241333333,2.833333333,0,"Male","36-50","Low"
"Movies",0.84921332630239,4.032,3.666666667,1,"Other/Not Specified","19-25","High"
"Movies",0.901957456523515,4.062,4.75,1,"Male","36-50","High"
"Movies",-0.919473173779301,3.026,3,0,"Other/Not Specified","26-35","Low"
"Movies",-1.30274718671947,2.808,2.75,0,"Female","26-35","Low"
"Movies",-1.03551026026577,2.96,3.333333333,0,"Female","36-50","Low"
"Movies",-0.537957298513171,3.243,4,1,"Male","36-50","Low"
"Movies",0.84921332630239,4.032,3.666666667,1,"Other/Not Specified","19-25","High"
"Movies",1.03909219509844,4.14,3,0,"Other/Not Specified","12-May","High"
"Movies",-0.17753907533549,3.448,4.333333333,1,"Female","36-50","Low"
"Movies",-1.89348144519606,2.472,3.666666667,1,"Female","13-18","Low"
"Movies",0.270199986238764,3.702666667,3.75,1,"Other/Not Specified","13-18","High"
"Movies",0.763818067095655,3.983428571,3,0,"Female","26-35","High"
"Movies",1.35204070107711,4.318,3.666666667,1,"Male","36-50","High"
"Movies",0.392097531052649,3.772,3.6,1,"Other/Not Specified","19-25","High"
"Movies",-0.509827095728571,3.259,3.75,1,"Female","36-50","Low"
"Movies",-0.55964099590692,3.230666667,3.75,1,"Male","36-50","Low"
"Movies",0.687464660290943,3.94,3.75,1,"Male","19-25","High"
"Movies",-2.08101613101277,2.365333333,4,1,"Other/Not Specified","26-35","Low"
"Movies",0.666367008202494,3.928,2.5,0,"Female","36-50","High"
"Movies",-0.229111113187876,3.418666667,3.333333333,0,"Male","36-50","Low"
"Movies",-0.917363408570456,3.0272,3.333333333,0,"Female","36-50","Low"
"Movies",1.03909219509844,4.14,3,0,"Other/Not Specified","12-May","High"
"Movies",1.21725014548152,4.241333333,4,1,"Other/Not Specified","26-35","High"
"Movies",-0.959558712747355,3.0032,3.333333333,0,"Male","36-50","Low"
"Movies",1.07073867323111,4.158,3.5,1,"Male","36-50","High"
"Movies",-1.73876532988076,2.56,3.666666667,1,"Female","36-50","Low"
"Movies",-1.65437472152696,2.608,2,0,"Male","26-35","Low"
"Movies",0.771855268644742,3.988,3,0,"Male","13-18","High"
"Movies",0.708562312379393,3.952,2.666666667,0,"Female","26-35","High"
"Movies",-0.132999588179254,3.473333333,3,0,"Male","13-18","Low"
"Movies",-0.82980815240339,3.077,3,0,"Male","36-50","Low"
"Movies",-0.369762127110874,3.338666667,2.666666667,0,"Other/Not Specified","50+","Low"
"Movies",-0.0773252279153546,3.505,3.666666667,1,"Female","36-50","Low"
"Movies",-0.817501188685128,3.084,3,0,"Other/Not Specified","36-50","Low"
"Movies",0.84218077560624,4.028,3,0,"Male","50+","High"
"Movies",0.366311511247387,3.757333333,3.666666667,1,"Male","36-50","High"
"Movies",1.1076595643859,4.179,3.25,0,"Other/Not Specified","19-25","High"
"Movies",-1.68719329202837,2.589333333,2.666666667,0,"Male","36-50","Low"
"Movies",1.48683125667269,4.394666667,3.75,1,"Other/Not Specified","26-35","High"
"Movies",-2.09039286468825,2.36,3.857142857,1,"Male","50+","Low"
"Movies",0.0568792806167928,3.581333333,3.333333333,0,"Other/Not Specified","36-50","High"
"Movies",0.103762952510505,3.608,3.75,1,"Male","50+","High"
"Movies",-1.95911858444074,2.434666667,3.5,1,"Female","36-50","Low"
"Movies",1.07073867323111,4.158,3.5,1,"Male","36-50","High"
"Movies",0.3428696761796,3.744,4.166666667,1,"Female","36-50","High"
"Movies",0.263753480847914,3.699,3.5,1,"Other/Not Specified","36-50","High"
"Movies",-0.496348039641571,3.266666667,3.25,0,"Female","50+","Low"
"Movies",1.22428269617767,4.245333333,3.666666667,1,"Male","26-35","High"
"Movies",0.593697318261658,3.886666667,1.666666667,0,"Male","36-50","High"
"Movies",-0.0368880614124927,3.528,3.5,1,"Male","50+","Low"
"Movies",1.33211514135739,4.306666667,3.25,0,"Male","19-25","High"
"Movies",0.256134884846464,3.694666667,2.666666667,0,"Other/Not Specified","26-35","High"
"Movies",-0.644031604260719,3.182666667,2.333333333,0,"Female","26-35","Low"
"Movies",-0.229111113187876,3.418666667,3.333333333,0,"Male","36-50","Low"
"Movies",-0.569017731340545,3.225333333,2.6,0,"Male","36-50","Low"
"Movies",1.01799454300999,4.128,3.666666667,1,"Female","19-25","High"
"Movies",2.14085847141463,4.766666667,4.4,1,"Male","50+","High"
"Movies",-2.22225319024106,2.285,2.5,0,"Male","26-35","Low"
"Movies",-0.489315488945422,3.270666667,3,0,"Female","26-35","Low"
"Movies",0.382720797377162,3.766666667,3.75,1,"Female","13-18","High"
"Movies",0.378032429660349,3.764,3,0,"Male","36-50","High"
"Movies",0.471799771689635,3.817333333,3.25,0,"Male","26-35","High"
"Movies",-0.229111113187876,3.418666667,3.333333333,0,"Male","36-50","Low"
"Movies",0.669180028480954,3.9296,2.666666667,0,"Other/Not Specified","12-May","High"
"Movies",-1.55123064406405,2.666666667,3.714285714,1,"Male","50+","Low"
"Movies",1.30867330453147,4.293333333,3.666666667,1,"Male","19-25","High"
"Movies",0.103762952510505,3.608,3.75,1,"Male","50+","High"
"Movies",1.04612474579459,4.144,4,1,"Male","26-35","High"
"Movies",-0.0978368346985044,3.493333333,4.25,1,"Other/Not Specified","36-50","Low"
"Movies",-0.544989849209321,3.239,2.6,0,"Female","50+","Low"
"Movies",-1.60280268367458,2.637333333,3.666666667,1,"Other/Not Specified","36-50","Low"
"Movies",0.591353133524183,3.885333333,4,1,"Other/Not Specified","26-35","High"
"Movies",-1.56998411317316,2.656,4.333333333,1,"Male","26-35","Low"
"Movies",-0.911268530714413,3.030666667,3.25,0,"Female","26-35","Low"
"Movies",0.671055375919307,3.930666667,4,1,"Male","36-50","High"
"Movies",0.0756327497259053,3.592,3.25,0,"Male","19-25","High"
"Movies",0.244413966433502,3.688,3.666666667,1,"Male","26-35","High"
"Movies",0.431948652250211,3.794666667,4.333333333,1,"Other/Not Specified","12-May","High"
"Movies",0.19049774384364,3.657333333,3.75,1,"Other/Not Specified","13-18","High"
"Movies",-0.540887528555946,3.241333333,2.833333333,0,"Male","36-50","Low"
"Movies",-1.56998411317316,2.656,4.333333333,1,"Male","26-35","Low"
"Movies",0.0521909146581178,3.578666667,2,0,"Female","26-35","Low"
"Movies",0.546813646367946,3.86,3.666666667,1,"Male","36-50","High"
"Movies",1.77282165047736,4.557333333,2.666666667,0,"Other/Not Specified","26-35","High"
"Movies",-0.0884600992648789,3.498666667,3.333333333,0,"Female","26-35","Low"
"Movies",-0.161129790963853,3.457333333,1.75,0,"Female","36-50","Low"
"Movies",-1.14275665838206,2.899,3.25,0,"Female","36-50","Low"
"Movies",0.746069248839479,3.973333333,2.333333333,0,"Female","36-50","High"
"Movies",-0.515101508750684,3.256,3.666666667,1,"Male","36-50","Low"
"Movies",-0.138860046506665,3.47,3.666666667,1,"Other/Not Specified","36-50","Low"
"Movies",0.961734137440788,4.096,3,0,"Male","36-50","High"
"Movies",-1.19022637558107,2.872,3.333333333,0,"Male","26-35","Low"
"Movies",2.15375148043819,4.774,4,1,"Male","36-50","High"
"Movies",-0.0193066846721184,3.538,3.714285714,1,"Female","26-35","Low"
"Movies",1.48683125667269,4.394666667,3.75,1,"Other/Not Specified","26-35","High"
"Movies",0.778887819340892,3.992,4.333333333,1,"Female","36-50","High"
"Movies",-0.117762394418216,3.482,3.5,1,"Male","50+","Low"
"Movies",-2.22225319024106,2.285,2.5,0,"Male","26-35","Low"
"Movies",0.763818067095655,3.983428571,3,0,"Female","26-35","High"
"Movies",-0.479938755269935,3.276,3,0,"Male","50+","Low"
"Movies",-0.569017731340545,3.225333333,2.6,0,"Male","36-50","Low"
"Movies",1.04612474579459,4.144,4,1,"Male","26-35","High"
"Movies",0.746069248839479,3.973333333,2.333333333,0,"Female","36-50","High"
"Movies",-1.26758443323872,2.828,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",-2.24276479702421,2.273333333,3.666666667,1,"Female","26-35","Low"
"Movies",-1.60690500432795,2.635,3.5,1,"Other/Not Specified","36-50","Low"
"Movies",1.94863541788111,4.657333333,3,0,"Female","50+","High"
"Movies",-0.917363408570456,3.0272,3.333333333,0,"Female","36-50","Low"
"Movies",0.84218077560624,4.028,3,0,"Male","50+","High"
"Movies",-0.0421624744346053,3.525,4,1,"Male","26-35","Low"
"Movies",1.02971546142295,4.134666667,4.666666667,1,"Other/Not Specified","36-50","High"
"Movies",0.900785364154777,4.061333333,4.75,1,"Male","36-50","High"
"Movies",1.37431044553429,4.330666667,3,0,"Male","19-25","High"
"Movies",-0.701464102198655,3.15,3.333333333,0,"Male","36-50","Low"
"Movies",-2.09918355305844,2.355,3.2,0,"Male","50+","Low"
"Movies",-0.815157005705791,3.085333333,3,0,"Male","19-25","Low"
"Movies",0.366311511247387,3.757333333,3.666666667,1,"Male","36-50","High"
"Movies",1.28698960713772,4.281,2.333333333,0,"Male","26-35","High"
"Movies",1.19732458576181,4.23,4,1,"Female","36-50","High"
"Movies",0.0709443820090925,3.589333333,3.666666667,1,"Female","26-35","High"
"Movies",0.403818449465611,3.778666667,3,0,"Male","19-25","High"
"Movies",-0.15784793338627,3.4592,3.75,1,"Female","50+","Low"
"Movies",1.78923093660713,4.566666667,2.5,0,"Other/Not Specified","26-35","High"
"Movies",-0.0421624744346053,3.525,4,1,"Male","26-35","Low"
"Movies",-0.544989849209321,3.239,2.6,0,"Female","50+","Low"
"Movies",1.28698960713772,4.281,2.333333333,0,"Male","26-35","High"
"Movies",-1.95911858444074,2.434666667,3.666666667,1,"Other/Not Specified","50+","Low"
"Movies",0.19753029453979,3.661333333,3,0,"Male","36-50","High"
"Movies",-0.0978368346985044,3.493333333,4.25,1,"Other/Not Specified","36-50","Low"
"Movies",0.961734137440788,4.096,3,0,"Male","36-50","High"
"Movies",-0.2947482541907,3.381333333,2,0,"Male","36-50","Low"
"Movies",-0.0861159162855418,3.5,2,0,"Female","19-25","Low"
"Movies",0.739505535442452,3.9696,4,1,"Male","50+","High"
"Movies",-0.252552950013801,3.405333333,3,0,"Male","26-35","Low"
"Movies",-0.721389661918367,3.138666667,3.5,1,"Male","36-50","Low"
"Movies",0.417883550857911,3.786666667,4.666666667,1,"Other/Not Specified","36-50","High"
"Movies",-0.02516714299953,3.534666667,3.75,1,"Female","26-35","Low"
"Movies",1.72359379560431,4.529333333,3.125,0,"Female","26-35","High"
"Movies",0.284265087631064,3.710666667,4,1,"Other/Not Specified","19-25","High"
"Movies",-0.489315488945422,3.270666667,3,0,"Female","26-35","Low"
"Movies",2.23462581344391,4.82,4,1,"Female","19-25","High"
"Movies",-0.0861159162855418,3.5,2,0,"Female","19-25","Low"
"Movies",-1.97259764052774,2.427,3.666666667,1,"Female","26-35","Low"
"Movies",-0.3228784569753,3.365333333,3.25,0,"Male","36-50","Low"
"Movies",1.48683125667269,4.394666667,3.75,1,"Other/Not Specified","26-35","High"
"Movies",1.26882218509205,4.270666667,4,1,"Female","36-50","High"
"Movies",-1.49543907579398,2.6984,3.25,0,"Female","36-50","Low"
"Movies",-0.576636327341995,3.221,3.333333333,0,"Male","26-35","Low"
"Movies",0.721220903632463,3.9592,3.25,0,"Other/Not Specified","36-50","High"
"Movies",0.86327842769469,4.04,2.75,0,"Female","26-35","High"
"Movies",-0.545575894514621,3.238666667,2.6,0,"Male","36-50","Low"
"Movies",-0.0532973457841295,3.518666667,3,0,"Other/Not Specified","19-25","Low"
"Movies",0.89140863047929,4.056,2.8,0,"Female","36-50","High"
"Movies",0.86327842769469,4.04,2.75,0,"Female","26-35","High"
"Movies",-1.09177066583497,2.928,4.333333333,1,"Male","19-25","Low"
"Movies",1.0795293616013,4.163,4,1,"Male","36-50","High"
"Movies",0.760134350231779,3.981333333,3.333333333,0,"Male","36-50","High"
"Movies",0.542125278651134,3.857333333,2,0,"Female","26-35","High"
"Movies",-0.592459566408332,3.212,4.666666667,1,"Other/Not Specified","50+","Low"
"Movies",1.44522199780109,4.371,2.6,0,"Female","26-35","High"
"Movies",-0.0111020416072303,3.542666667,4.666666667,1,"Other/Not Specified","50+","Low"
"Movies",0.917194650284552,4.070666667,3,0,"Other/Not Specified","36-50","High"
"Movies",-0.261929683689289,3.4,3.333333333,0,"Male","36-50","Low"
"Movies",0.323530161765188,3.733,4.333333333,1,"Female","19-25","High"
"Movies",0.687464660290943,3.94,3.75,1,"Male","19-25","High"
"Movies",0.952357403765301,4.090666667,4,1,"Female","26-35","High"
"Movies",-0.0111020416072303,3.542666667,3.333333333,0,"Male","36-50","Low"
"Movies",1.16567810762913,4.212,2.5,0,"Other/Not Specified","36-50","High"
"Movies",1.02221407342768,4.1304,2.6,0,"Female","36-50","High"
"Movies",1.94863541788111,4.657333333,3,0,"Female","50+","High"
"Movies",0.490553240798747,3.828,2.2,0,"Male","36-50","High"
"Movies",0.846869143323053,4.030666667,2.666666667,0,"Male","36-50","High"
"Movies",-0.0579857135009423,3.516,4,1,"Male","26-35","Low"
"Movies",-1.19022637558107,2.872,3.666666667,1,"Female","26-35","Low"
"Movies",-1.68719329202837,2.589333333,2.666666667,0,"Male","36-50","Low"
"Movies",0.671055375919307,3.930666667,4,1,"Male","36-50","High"
"Movies",0.056293235311493,3.581,3,0,"Male","26-35","High"
"Movies",0.804673839146154,4.006666667,4,1,"Female","36-50","High"
"Movies",-1.14275665838206,2.899,3.25,0,"Female","36-50","Low"
"Movies",1.07425494857919,4.16,2.666666667,0,"Male","19-25","High"
"Movies",-1.15037525438351,2.894666667,3,0,"Male","26-35","Low"
"Movies",-1.26758443323872,2.828,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",0.952357403765301,4.090666667,3.333333333,0,"Other/Not Specified","26-35","High"
"Movies",-1.95911858444074,2.434666667,3.666666667,1,"Other/Not Specified","50+","Low"
"Movies",-1.8255001212139,2.510666667,2.5,0,"Other/Not Specified","26-35","Low"
"Movies",0.276060444566176,3.706,3.5,1,"Female","36-50","High"
"Movies",2.14085847141463,4.766666667,4.4,1,"Male","50+","High"
"Movies",-0.544989849209321,3.239,2.6,0,"Female","50+","Low"
"Movies",-0.615315356170819,3.199,3.333333333,0,"Female","36-50","Low"
"Movies",-0.815157005705791,3.085333333,3,0,"Male","19-25","Low"
"Movies",-0.261929683689289,3.4,3.333333333,0,"Male","36-50","Low"
"Movies",-0.309751028423108,3.3728,3.333333333,0,"Male","50+","Low"
"Movies",-1.19022637558107,2.872,3.666666667,1,"Female","26-35","Low"
"Movies",1.2055292288267,4.234666667,3.75,1,"Female","26-35","High"
"Movies",-1.26758443323872,2.828,4.333333333,1,"Other/Not Specified","26-35","Low"
"Movies",1.66967757477259,4.498666667,2.666666667,0,"Female","50+","High"
"Movies",-1.8255001212139,2.510666667,2.5,0,"Other/Not Specified","26-35","Low"
"Movies",0.136581523011916,3.626666667,3,0,"Male","12-May","High"
"Movies",-0.624809299610621,3.1936,3.666666667,1,"Other/Not Specified","19-25","Low"
"Movies",-0.2947482541907,3.381333333,2,0,"Male","36-50","Low"
"Movies",-2.38224371857847,2.194,3,0,"Other/Not Specified","36-50","Low"
"Movies",-0.337529603672899,3.357,3,0,"Female","36-50","Low"
"Movies",-0.407269065329098,3.317333333,3.333333333,0,"Male","19-25","Low"
"Movies",0.799985471429341,4.004,2,0,"Male","36-50","High"
"Movies",0.647613539093382,3.917333333,3.5,1,"Other/Not Specified","26-35","High"
"Movies",0.178307989889693,3.6504,3.5,1,"Male","50+","High"
